"id","Disctrict","AC","Panchayat","Sno.","Village Name","Habitation Name","Source Type","Source Type Category Location","Location","Type","Scheme Name"
145,"Khagaria","Alauli","Anandpur Maran",34,"ANANPUR MARAN","MARAN DIH","Shallow Tubew ell","Ground Water",,"HandPump","Alauli New  Sinking H.T. Water Supply(0001988594)"
146,"Khagaria","Alauli","Anandpur Maran",35,"ANANPUR MARAN","MARAN DIH","Shallow Tubew ell","Ground Water",,"HandPump","INSTALLATION OF HAND PUMPS(0001960209)"
147,"Khagaria","Alauli","Anandpur Maran",36,"ANANPUR MARAN","MUSHAHARI","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
148,"Khagaria","Alauli","Anandpur Maran",37,"ANANPUR MARAN","SHYAM GHARARI","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
149,"Khagaria","Alauli","Anandpur Maran",38,"ANANPUR MARAN","SUKHASAN","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
150,"Khagaria","Alauli","Anandpur Maran",39,"ANANPUR MARAN","TIRASI","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
151,"Khagaria","Alauli","Anandpur Maran",40,"AURAHIDIH","AOURAHI DIH","Deep Tubew ell","Ground Water","Rohit Sada","HandPump","IM II T/W NRDWP SUSTAINABLE(Sri Abhishek Kumar, F- 2/3/2013-14) (0006492566)"
152,"Khagaria","Alauli","Anandpur Maran",41,"AURAHIDIH","AOURAHI DIH","Deep Tubew ell","Ground Water","T/W 3","HandPump","Khagaria Iron Aff. Habitation Scheme(0005579048)"
153,"Khagaria","Alauli","Anandpur Maran",42,"AURAHIDIH","AOURAHI DIH","Deep Tubew ell","Ground Water","T/W 4","HandPump","Khagaria Iron Aff. Habitation Scheme(0005579048)"
154,"Khagaria","Alauli","Anandpur Maran",43,"AURAHIDIH","AOURAHI DIH","Deep Tubew ell","Ground Water","T/W 5","HandPump","Khagaria Iron Aff. Habitation Scheme(0005579048)"
155,"Khagaria","Alauli","Anandpur Maran",44,"AURAHIDIH","AOURAHI DIH","Deep Tubew ell","Ground Water","T/W 2","HandPump","Khagaria Iron Aff. Habitation Scheme(0005579048)"
156,"Khagaria","Alauli","Anandpur Maran",45,"AURAHIDIH","AOURAHI DIH","Deep Tubew ell","Ground Water","T/W 1","HandPump","Nc/Pc Hand Pump Scheme(0004568388)"
157,"Khagaria","Alauli","Anandpur Maran",46,"AURAHIDIH","HARIJAN TOLA","Shallow Tubew ell","Ground Water",,"HandPump","Alauli New  Sinking H.T. Water Supply(0001988594)"
158,"Khagaria","Alauli","Anandpur Maran",47,"AURAHIDIH","LARHI","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
159,"Khagaria","Alauli","Anandpur Maran",48,"AURAHIDIH","MAKHNAHI","Shallow Tubew ell","Ground Water",,"HandPump","Alauli New  Sinking H.T. Water Supply(0001988594)"
160,"Khagaria","Alauli","Anandpur Maran",49,"AURAHIDIH","PIPAR PATTI","Shallow Tubew ell","Ground Water",,"HandPump","Alauli New  Sinking H.T. Water Supply(0001988594)"
161,"Khagaria","Alauli","Anandpur Maran",50,"AURAHIDIH","SORIYAM","Shallow Tubew ell","Ground Water",,"HandPump","Alauli New  Sinking H.T. Water Supply(0001988594)"
162,"Khagaria","Alauli","Meghauna",1,"MEGHAUNA","AURA","Shallow Tubew ell","Ground Water","T/W 1","HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
163,"Khagaria","Alauli","Meghauna",2,"MEGHAUNA","AURA","Shallow Tubew ell","Ground Water","T/W 2","HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
164,"Khagaria","Alauli","Meghauna",3,"MEGHAUNA","AURA","Deep Tubew ell","Ground Water","T/W 3","HandPump","Ht Scheme(0004708055)"
165,"Khagaria","Alauli","Meghauna",4,"MEGHAUNA","AURA","Deep Tubew ell","Ground Water","T/W 4","HandPump","Ht Scheme(0004708055)"
166,"Khagaria","Alauli","Meghauna",5,"MEGHAUNA","AURA","Deep Tubew ell","Ground Water","T/W 5","HandPump","Khagaria Iron Aff. Habitation Scheme(0005579048)"
167,"Khagaria","Alauli","Meghauna",6,"MEGHAUNA","AURA","Shallow Tubew ell","Ground Water","Sri Ramjee Yadav","HandPump","Sinkking Of T/W With I R P(Anil Kr F2/11/09-10) (0006493525)"
168,"Khagaria","Alauli","Meghauna",7,"MEGHAUNA","AURA","Shallow Tubew ell","Ground Water","Sri Sagar Yadav","HandPump","Sinkking Of T/W With I R P(Anil Kr F2/11/09-10) (0006493525)"
169,"Khagaria","Alauli","Meghauna",8,"MEGHAUNA","AURA","Shallow Tubew ell","Ground Water","Sri Kari Yadav","HandPump","Sinkking Of T/W With I R P(Anil Kr F2/11/09-10) (0006493525)"
170,"Khagaria","Alauli","Meghauna",9,"MEGHAUNA","AURA","Shallow Tubew ell","Ground Water","Krishi Godam","HandPump","Sustainable T/W(0006952680)"
171,"Khagaria","Alauli","Meghauna",10,"MEGHAUNA","JOLAHANIA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
172,"Khagaria","Alauli","Meghauna",11,"MEGHAUNA","JWALAPUR","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
173,"Khagaria","Alauli","Meghauna",12,"MEGHAUNA","KHAN MUSHAHRI","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
174,"Khagaria","Alauli","Meghauna",13,"MEGHAUNA","LAXMI POKHAR","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
175,"Khagaria","Alauli","Meghauna",14,"MEGHAUNA","LAXMI POKHAR","Shallow Tubew ell","Ground Water","TILO SADA","HandPump","SINKKING OF T/W WITH I R P(0006490276)"
176,"Khagaria","Alauli","Meghauna",15,"MEGHAUNA","LAXMI POKHAR","Shallow Tubew ell","Ground Water","Gajendra Pasw an","HandPump","Sustainable T/W(0006952680)"
177,"Khagaria","Alauli","Meghauna",16,"MEGHAUNA","MEGHAUNA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
178,"Khagaria","Alauli","Meghauna",17,"MEGHAUNA","MEGHAUNA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
179,"Khagaria","Alauli","Meghauna",18,"MEGHAUNA","MEGHAUNA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
180,"Khagaria","Alauli","Meghauna",19,"MEGHAUNA","MEGHAUNA","Deep Tubew ell","Ground Water","Mashjid","HandPump","IM II T/W NRDWP SUSTAINABLE(Sri Abhishek Kumar, F- 2/3/2013-14) (0006492566)"
181,"Khagaria","Alauli","Meghauna",20,"MEGHAUNA","MEGHAUNA","Deep Tubew ell","Ground Water","Middle School Meghauna","PWS","Mpw ss Near Middle School Meghauna(0006491272)"
182,"Khagaria","Alauli","Meghauna",21,"MEGHAUNA","MURLI POKHAR","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
183,"Khagaria","Alauli","Meghauna",22,"SANO KHAR","DUBIYAHI","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
184,"Khagaria","Alauli","Meghauna",23,"SANO KHAR","DUBIYAHI","Deep Tubew ell","Ground Water","Jagdish Sada","HandPump","IM II T/W NRDWP SUSTAINABLE(Sri Abhishek Kumar, F- 2/3/2013-14) (0006492566)"
185,"Khagaria","Alauli","Meghauna",24,"SANO KHAR","KOKRAHA","Shallow Tubew ell","Ground Water",,"HandPump","Alauli New  Sinking H.T. Water Supply(0001988594)"
186,"Khagaria","Alauli","Meghauna",25,"SANO KHAR","PIPRAHI","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
187,"Khagaria","Alauli","Meghauna",26,"SANO KHAR","SANOKHAR","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
188,"Khagaria","Alauli","Meghauna",27,"SANO KHAR","SANOKHAR","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
189,"Khagaria","Alauli","Meghauna",28,"SANO KHAR","SANOKHAR","Deep Tubew ell","Ground Water","Masomat Budhni Devi Late Mahabal Pd. Singh","HandPump","NRDWP(0007074667)"
190,"Khagaria","Alauli","Meghauna",29,"SANO KHAR","SARDAHI","Shallow Tubew ell","Ground Water",,"HandPump","Alauli New  Sinking H.T. Water Supply(0001988594)"
191,"Khagaria","Alauli","Gobindpur",1,"GOBINDPUR","GOBINDPUR","Deep Tubew ell","Ground Water","Shree Shambhusaran Mishr","HandPump","IM II T/W NRDWP SUSTAINABLE(Sri Abhishek Kumar, F- 2/3/2013-14) (0006492566)"
192,"Khagaria","Alauli","Gobindpur",2,"GOBINDPUR","GOBINDPUR","Deep Tubew ell","Ground Water","Sri Dhanni Das","HandPump","IM II T/W NRDWP SUSTAINABLE(Sri Abhishek Kumar, F- 2/3/2013-14) (0006492566)"
193,"Khagaria","Alauli","Gobindpur",3,"GOBINDPUR","GOBINDPUR","Deep Tubew ell","Ground Water","IN SIDE HABITATION","PWS","MPWSS WITH IRP SOLAR ENERGY(0006549074)"
194,"Khagaria","Alauli","Gobindpur",4,"GOBINDPUR","GOBINDPUR","Shallow Tubew ell","Ground Water","T/W 1","HandPump","PARBATTA New  Sinking H.T. Water Supply Scheme(0001989555)"
195,"Khagaria","Alauli","Gobindpur",5,"GOBINDPUR","GOBINDPUR","Shallow Tubew ell","Ground Water","PRIMARY SCHOOL GOVINDPUR","HandPump","SCHOOL DWS PARBATTA(0002717508)"
196,"Khagaria","Alauli","Gobindpur",6,"GOBINDPUR","GOBINDPUR","Deep Tubew ell","Ground Water","PRIMARY SCHOOL GOVINDPUR","HandPump","School Scheme Of Khagaria(0006243088)"
197,"Khagaria","Alauli","Gobindpur",7,"GOBINDPUR","KANHAIYA CHAK","Shallow Tubew ell","Ground Water",,"HandPump","PARBATTA New  Sinking H.T. Water Supply Scheme(0001989555)"
198,"Khagaria","Alauli","Gobindpur",8,"GOBINDPUR","KANHAIYA CHAK","Shallow Tubew ell","Ground Water","MIDDLE SCHOOL KANHAIYA CHAK SOUTH","HandPump","SCHOOL DWS PARBATTA(0002717378)"
199,"Khagaria","Alauli","Gobindpur",9,"GOBINDPUR","KANHAIYA CHAK","Shallow Tubew ell","Ground Water","MIDDLE SCHOOL KANHAIYA CHAK SOUTH","HandPump","SCHOOL DWS PARBATTA(0002717514)"
200,"Khagaria","Alauli","Gobindpur",10,"GOBINDPUR","KANHAIYA CHAK","Deep Tubew ell","Ground Water","NEW SCHOOL JULAHA TOLA KANHAIYA CHAK","HandPump","School Scheme Of Khagaria(0006243088)"
201,"Khagaria","Alauli","Gobindpur",11,"GOBINDPUR","KANHAIYA CHAK","Deep Tubew ell","Ground Water","NEW SCHOOL KANHAIYACHAK","HandPump","School Scheme Of Khagaria(0006243088)"
202,"Khagaria","Alauli","Gobindpur",12,"GOBINDPUR","KANHAIYA CHAK","Deep Tubew ell","Ground Water","MIDDLE SCHOOL KANHAIYA CHAK SOUTH","HandPump","School Scheme Of Khagaria(0006243088)"
203,"Khagaria","Alauli","Gobindpur",13,"GOBINDPUR","KANHAIYA CHAK","Shallow Tubew ell","Ground Water","Mandir","HandPump","Sustainable T/W(0006952680)"
204,"Khagaria","Alauli","Gobindpur",14,"GOBINDPUR","KANHAIYA CHAK","Shallow Tubew ell","Ground Water",,"HandPump","Sustainable T/W(0006952680)"
205,"Khagaria","Alauli","Gobindpur",15,"GOBINDPUR","PACHHIM TOLA","Deep Tubew ell","Ground Water","Inside Habitation","HandPump","Mini Pipe Water Supply Scheme With Irp Driven By Solarenergy(0006539440)"
206,"Khagaria","Alauli","Gobindpur",16,"GOBINDPUR","PACHHIM TOLA","Deep Tubew ell","Ground Water","IN SIDE HABITATION","PWS","MPWSS SOLAR ENERGY (PACHIM TOLA) (0006546104)"
207,"Khagaria","Alauli","Gobindpur",17,"GOBINDPUR","PACHHIM TOLA","Shallow Tubew ell","Ground Water",,"HandPump","PARBATTA New  Sinking H.T. Water Supply Scheme(0001989555)"
208,"Khagaria","Alauli","Gobindpur",18,"GOBINDPUR","PURAB TOLA","Deep Tubew ell","Ground Water","In Side Of Habitation","PWS","Mpw ss Q A Govindpur Purab Tola(0006544789)"
209,"Khagaria","Alauli","Gobindpur",19,"GOBINDPUR","PURAB TOLA","Shallow Tubew ell","Ground Water",,"HandPump","PARBATTA New  Sinking H.T. Water Supply Scheme(0001989555)"
210,"Khagaria","Alauli","Gobindpur",20,"GOBINDPUR","UTTAR TOLA","Shallow Tubew ell","Ground Water",,"HandPump","PARBATTA New  Sinking H.T. Water Supply Scheme(0001989555)"
211,"Khagaria","Alauli","Gobindpur",21,"RUPAULI INGLISH","RUPAULI GUGLISH","Shallow Tubew ell","Ground Water",,"HandPump","PARBATTA New  Sinking H.T. Water Supply Scheme(0001989555)"
212,"Khagaria","Alauli","Roun",1,"LADAURA","LADOURA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
213,"Khagaria","Alauli","Roun",2,"LADAURA","LADOURA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
214,"Khagaria","Alauli","Roun",3,"LADAURA","LADOURA","Deep Tubew ell","Ground Water","Kumhar Tola Samudaik Bhaw an","HandPump","IM II T/W NRDWP SUSTAINABLE(Sri Abhishek Kumar, F- 2/3/2013-14) (0006492566)"
215,"Khagaria","Alauli","Roun",4,"LADAURA","LADOURA","Shallow Tubew ell","Ground Water","Sri Krishan Deo Yadav","HandPump","Sinkking Of T/W With I R P(Anil Kr F2/11/09- 10)(0006493525)"
216,"Khagaria","Alauli","Roun",5,"LADAURA","LADOURA","Shallow Tubew ell","Ground Water","Sri Gopal Yadav","HandPump","Sinkking Of T/W With I R P(Anil Kr F2/11/09- 10)(0006493525)"
217,"Khagaria","Alauli","Roun",6,"LADAURA","LADOURA","Shallow Tubew ell","Ground Water","Tej Narayan Ram","HandPump","Sustainable T/W(0006952680)"
218,"Khagaria","Alauli","Roun",7,"LADAURA","LADOURADIH","Shallow Tubew ell","Ground Water",,"HandPump","Alauli New  Sinking H.T. Water Supply(0001988594)"
219,"Khagaria","Alauli","Roun",8,"RAUN","BARUWA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
220,"Khagaria","Alauli","Roun",9,"RAUN","BARUWA","Shallow Tubew ell","Ground Water","R Vp Verma","HandPump","Sustainable T/W(0006952680)"
221,"Khagaria","Alauli","Roun",10,"RAUN","BATHNAHA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
222,"Khagaria","Alauli","Roun",11,"RAUN","BELORIA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
223,"Khagaria","Alauli","Roun",12,"RAUN","GULARIA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
224,"Khagaria","Alauli","Roun",13,"RAUN","ROUN","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
225,"Khagaria","Alauli","Roun",14,"RAUN","ROUN","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
226,"Khagaria","Alauli","Roun",15,"RAUN","ROUN","Deep Tubew ell","Ground Water","Samudaik Bhaw an Mushahri","HandPump","IM II T/W NRDWP SUSTAINABLE(Sri Abhishek Kumar, F- 2/3/2013-14) (0006492566)"
227,"Khagaria","Alauli","Roun",16,"RAUN","ROUN","Shallow Tubew ell","Ground Water",,"HandPump","INSTALLATION OF HAND PUMPS(0001960234)"
228,"Khagaria","Alauli","Bhadur",1,"IMLI","HARIJAN TOLA","Shallow Tubew ell","Ground Water",,"HandPump","Alauli New  Sinking H.T. Water Supply(0001988594)"
229,"Khagaria","Alauli","Bhadur",2,"IMLI","IMLI","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
230,"Khagaria","Alauli","Bhadur",3,"IMLI","IMLI","Shallow Tubew ell","Ground Water","SHIVKANT YADAV","HandPump","INSTALLATION OF HAND PUMPS(0001962059)"
231,"Khagaria","Alauli","Bhikhari Ghat",1,"BHIKHARI GHAT","BHIKHARI GHAT","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
232,"Khagaria","Alauli","Bhikhari Ghat",2,"BHIKHARI GHAT","BHIKHARI GHAT","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
233,"Khagaria","Alauli","Bhikhari Ghat",3,"BHIKHARI GHAT","BHIKHARI GHAT","Shallow Tubew ell","Ground Water","Sri Bhikho Ram","HandPump","Sinkking Of T/W With I R P(Anil Kr F2/11/09-10) (0006493525)"
234,"Khagaria","Alauli","Bhikhari Ghat",4,"BHIKHARI GHAT","BHIKHARI GHAT","Shallow Tubew ell","Ground Water","Kapil Dev Sada","HandPump","Sustainable T/W(0006952680)"
235,"Khagaria","Alauli","Bhikhari Ghat",5,"BHIKHARI GHAT","HARIJAN TOLA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
236,"Khagaria","Alauli","Bhikhari Ghat",6,"BHIKHARI GHAT","HARIJAN TOLA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
237,"Khagaria","Alauli","Bhikhari Ghat",7,"BHIKHARI GHAT","HARIJAN TOLA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
238,"Khagaria","Alauli","Bhikhari Ghat",8,"BHIKHARI GHAT","HARIJAN TOLA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
239,"Khagaria","Alauli","Bhikhari Ghat",9,"BURHWA","BURWA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
240,"Khagaria","Alauli","Bhikhari Ghat",10,"BURHWA","BURWA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
241,"Khagaria","Alauli","Bhikhari Ghat",11,"BURHWA","BURWA","Deep Tubew ell","Ground Water","Parmodyadav","HandPump","IM II T/W NRDWP SUSTAINABLE(Sri Abhishek Kumar, F- 2/3/2013-14) (0006492566)"
242,"Khagaria","Alauli","Bhikhari Ghat",12,"BURHWA","BURWA","Deep Tubew ell","Ground Water","Shiv Mandir","HandPump","IM II T/W NRDWP SUSTAINABLE(Sri Abhishek Kumar, F- 2/3/2013-14) (0006492566)"
243,"Khagaria","Alauli","Bhikhari Ghat",13,"BURHWA","HARIJAN TOLA","Shallow Tubew ell","Ground Water",,"HandPump","Alauli New  Sinking H.T. Water Supply(0001988594)"
244,"Khagaria","Alauli","Bhikhari Ghat",14,"BURHWA","HARIJAN TOLA","Shallow Tubew ell","Ground Water","Radheshyam Das","HandPump","Sustainable T/W(0006952680)"
245,"Khagaria","Alauli","Bhikhari Ghat",15,"PARRI","HARIJAN TOLA","Shallow Tubew ell","Ground Water",,"HandPump","Alauli New  Sinking H.T. Water Supply(0001988594)"
246,"Khagaria","Alauli","Bhikhari Ghat",16,"PARRI","PARRI DIH","Shallow Tubew ell","Ground Water",,"HandPump","Alauli New  Sinking H.T. Water Supply(0001988594)"
247,"Khagaria","Alauli","Bhikhari Ghat",17,"PARRI","PARRI DIH","Deep Tubew ell","Ground Water","BHIKHARI GHAT PARRI","PWS","MPWSS BHIKHARI GHAT(0006489451)"
248,"Khagaria","Alauli","Bhikhari Ghat",18,"PARRI","PARRI DIH","Deep Tubew ell","Ground Water","GHIRLS PRIMARY SCHOOL PARRI","HandPump","RUNNING WATER ARRANGEMENT WITH IRP BY SOLAR ENERGY IN SCHOOL IN KHAGARIA(0006552223)"
249,"Khagaria","Alauli","Banoh Chatar",1,"BADHCHATAR","BANOH CHATAR","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
250,"Khagaria","Alauli","Banoh Chatar",2,"BADHCHATAR","BANOH CHATAR","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
251,"Khagaria","Alauli","Banoh Chatar",3,"BADHCHATAR","BANOH CHATAR","Shallow Tubew ell","Ground Water","Sri Satish Prasad Singh","HandPump","Sinkking Of T/W With I R P(Anil Kr F2/11/09-10) (0006493525)"
252,"Khagaria","Alauli","Banoh Chatar",4,"BADHCHATAR","BANOH CHATAR","Shallow Tubew ell","Ground Water","Sri GHarnighar Singh","HandPump","Sinkking Of T/W With I R P(Anil Kr F2/11/09-10) (0006493525)"
253,"Khagaria","Alauli","Banoh Chatar",5,"BADHCHATAR","NARAINA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
254,"Khagaria","Alauli","Banoh Chatar",6,"BADHCHATAR","NARAINA","Deep Tubew ell","Ground Water","MUSHAHRI","HandPump","IM-II NRDWP SUSTAINABLE T/W(SHREE SHAILENDAR KUMAR F2/01/2013-14) (0006493289)"
255,"Khagaria","Alauli","Banoh Chatar",7,"BADHCHATAR","NARAINA","Shallow Tubew ell","Ground Water",,"HandPump","INSTALLATION OF HAND PUMPS(0001962074)"
256,"Khagaria","Alauli","Banoh Chatar",8,"BADHCHATAR","NAYA BANDH CHATAR","Shallow Tubew ell","Ground Water",,"HandPump","Alauli New  Sinking H.T. Water Supply(0001988594)"
257,"Khagaria","Alauli","Banoh Chatar",9,"SANTOKH BISHUNPUR","HARIJAN TOLA","Shallow Tubew ell","Ground Water",,"HandPump","Alauli New  Sinking H.T. Water Supply(0001988594)"
258,"Khagaria","Alauli","Banoh Chatar",10,"SANTOKH BISHUNPUR","SANTOSH BISHUNPUR","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
259,"Khagaria","Alauli","Banoh Chatar",11,"SANTOKH BISHUNPUR","SANTOSH BISHUNPUR","Deep Tubew ell","Ground Water","PRIMARY SCHOOL SANTOKH","HandPump","RUNNING WATER ARRANGEMENT WITH IRP BY SOLAR ENERGY IN SCHOOL IN KHAGARIA(0006552223)"
260,"Khagaria","Alauli","Ambaicharua",1,"AMBAICHARUA","AMBA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
261,"Khagaria","Alauli","Ambaicharua",2,"AMBAICHARUA","AMBA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
262,"Khagaria","Alauli","Ambaicharua",3,"AMBAICHARUA","AMBA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
263,"Khagaria","Alauli","Ambaicharua",4,"AMBAICHARUA","AMBA","Deep Tubew ell","Ground Water",,"HandPump","Ht Scheme(0004708055)"
264,"Khagaria","Alauli","Ambaicharua",5,"AMBAICHARUA","AMBA","Deep Tubew ell","Ground Water",,"HandPump","Ht Scheme(0004708055)"
265,"Khagaria","Alauli","Ambaicharua",6,"AMBAICHARUA","AMBAEACHARUWA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
266,"Khagaria","Alauli","Ambaicharua",7,"AMBAICHARUA","AMBAEACHARUWA","Shallow Tubew ell","Ground Water","Sri Gopal Singh","HandPump","Sinkking Of T/W With I R P(Anil Kr F2/11/09-10) (0006493525)"
267,"Khagaria","Alauli","Ambaicharua",8,"AMBAICHARUA","AMBAEACHARUWA","Shallow Tubew ell","Ground Water","Sri Raj Kumar Pasw an","HandPump","Sinkking Of T/W With I R P(Anil Kr F2/11/09-10) (0006493525)"
268,"Khagaria","Alauli","Ambaicharua",9,"AMBAICHARUA","AMBAEACHARUWA","Shallow Tubew ell","Ground Water","Sri Deepak Patel","HandPump","Sinkking Of T/W With I R P(Anil Kr F2/11/09-10) (0006493525)"
269,"Khagaria","Alauli","Ambaicharua",10,"AMBAICHARUA","AMBAEACHARUWA","Shallow Tubew ell","Ground Water","Dashrath Sada","HandPump","Sustainable T/W(0006952680)"
270,"Khagaria","Alauli","Ambaicharua",11,"AMBAICHARUA","HATHIAJAN","Shallow Tubew ell","Ground Water","T/W1","HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
271,"Khagaria","Alauli","Ambaicharua",12,"AMBAICHARUA","KAMATHAN","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
272,"Khagaria","Alauli","Ambaicharua",13,"AMBAICHARUA","KAMATHAN","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
273,"Khagaria","Alauli","Ambaicharua",14,"AMBAICHARUA","KAMATHAN","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
274,"Khagaria","Alauli","Ambaicharua",15,"AMBAICHARUA","KAMATHAN","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
275,"Khagaria","Alauli","Ambaicharua",16,"AMBAICHARUA","MORKAHI","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
276,"Khagaria","Alauli","Ambaicharua",17,"AMBAICHARUA","MORKAHI","Deep Tubew ell","Ground Water","MORKAHI","PWS","MPWS MORKAHI(0006489475)"
277,"Khagaria","Alauli","Ambaicharua",18,"AMBAICHARUA","MORKAHI","Deep Tubew ell","Ground Water","Ram Bahadur Ajad","HandPump","NRDWP(0007074667)"
278,"Khagaria","Alauli","Ambaicharua",19,"AMBAICHARUA","NAGAR TOLA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
279,"Khagaria","Alauli","Ambaicharua",20,"AMBAICHARUA","PASWAN TOLA","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
280,"Khagaria","Alauli","Ambaicharua",21,"AMBAICHARUA","PRASS MUSHARI","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
281,"Khagaria","Alauli","Ambaicharua",22,"AMBAICHARUA","PRASS MUSHARI","Deep Tubew ell","Ground Water","Bhagw ati Asthan","HandPump","IM II T/W NRDWP SUSTAINABLE(Sri Abhishek Kumar, F- 2/3/2013-14) (0006492566)"
282,"Khagaria","Alauli","Ambaicharua",23,"AMBAICHARUA","TILAK NAGAR","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
283,"Khagaria","Alauli","Ambaicharua",24,"AMBAICHARUA","TILAK NAGAR","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
284,"Khagaria","Alauli","Ambaicharua",25,"AMBAICHARUA","TILAK NAGAR","Shallow Tubew ell","Ground Water",,"HandPump","ALAULI H.T. Water Supply Scheme(0001986156)"
