id,Disctrict,AC,Block,Panchayat,,Village Name,Habitation Name,Source Type,Source Type Category Location,"""Location""",Type,Scheme Name
148,Madhubani,Jhanjharpur,LAKHNAUR,BALIA,47,KASIAM,KASIYANA,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001974484)
149,Madhubani,Jhanjharpur,LAKHNAUR,BALIA,48,KASIAM,NIRMALA,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- LAKHNAUR- 2(0005649996)
150,Madhubani,Jhanjharpur,LAKHNAUR,BALIA,49,KASIAM,NIRMALA,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- LAKHNAUR- 2(0005649996)
151,Madhubani,Jhanjharpur,LAKHNAUR,BALIA,50,KASIAM,NIRMALA,Deep tubewell,Ground Water,Location,HandPump,Spot Source Scheme 3(0007086586)
152,Madhubani,Jhanjharpur,LAKHNAUR,BALIA,51,KASIAM,NIRMALA,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001974484)
153,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,1,JHANJHARPUR,BHAMDORI TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
154,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,2,JHANJHARPUR,BHAMDORI TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
155,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,3,JHANJHARPUR,BHAMDORI TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0004045246)
156,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,4,JHANJHARPUR,EAST TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
157,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,5,JHANJHARPUR,EAST TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
158,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,6,JHANJHARPUR,EAST TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
159,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,7,JHANJHARPUR,EAST TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0004050382)
160,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,8,JHANJHARPUR,KAMBAULI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- JHANJHARPUR (2013-14) (0006818924)
161,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,9,JHANJHARPUR,KAMBAULI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
162,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,10,JHANJHARPUR,KAMBAULI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
163,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,11,JHANJHARPUR,KAMBAULI,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 1(0006244951)
164,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,12,JHANJHARPUR,KAMBAULI,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0004050462)
165,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,13,JHANJHARPUR,KUTTI TOL,Deep tubewell,Ground Water,Location,HandPump,Hand tubewell Scheme(0004690569)
166,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,14,JHANJHARPUR,KUTTI TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
167,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,15,JHANJHARPUR,KUTTI TOL,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Jhanjharpur Block(0004563171)
168,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,16,JHANJHARPUR,MACBHA HATTA,Deep tubewell,Ground Water,Location,HandPump,Hand tubewell Scheme(0004690569)
169,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,17,JHANJHARPUR,MACBHA HATTA,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- JHANJHARPUR (2013-14) (0006818924)
170,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,18,JHANJHARPUR,MACBHA HATTA,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
171,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,19,JHANJHARPUR,MACBHA HATTA,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Jhanjharpur Block(0004563173)
172,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,20,JHANJHARPUR,MALLAH TOL,Deep tubewell,Ground Water,Location,HandPump,Hand tubewell Scheme(0004690569)
173,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,21,JHANJHARPUR,MALLAH TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
174,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,22,JHANJHARPUR,MALLAH TOL,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Jhanjharpur Block(0004563174)
175,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,23,JHANJHARPUR,PASWAN TOLI,Deep tubewell,Ground Water,Location,HandPump,Hand tubewell Scheme(0004690569)
176,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,24,JHANJHARPUR,PASWAN TOLI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
177,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,25,JHANJHARPUR,PASWAN TOLI,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Jhanjharpur Block(0004563175)
178,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,26,JHANJHARPUR,POARTAPUR,Deep tubewell,Ground Water,Location,HandPump,Hand tubewell Scheme(0004690569)
179,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,27,JHANJHARPUR,POARTAPUR,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Jhanjharpur Block(0004563176)
180,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,28,JHANJHARPUR,POARTAPUR,Deep tubewell,Ground Water,Location,PWS,Partapur Pw ss(0004890873)
181,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,29,JHANJHARPUR,SOZAR TOL,Deep tubewell,Ground Water,Location,HandPump,Hand tubewell Scheme(0004690569)
182,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,30,JHANJHARPUR,SOZAR TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
183,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,31,JHANJHARPUR,SOZAR TOL,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Jhanjharpur Block(0004563177)
184,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,32,JHANJHARPUR,WEST TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
185,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,33,JHANJHARPUR,WEST TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
186,Madhubani,Jhanjharpur,JHANJHARPUR,JHANJHARPUR,34,JHANJHARPUR,WEST TOL,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Jhanjharpur Block(0004563178)
187,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,1,BHAKHRAULI,BHAKHRAULI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006535106)
188,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,2,BHAKHRAULI,BHAKHRAULI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006535106)
189,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,3,BHAKHRAULI,BHAKHRAULI,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Lakhnaur Block(0004563329)
190,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,4,BHAKHRAULI,BHAKHRAULI,Deep tubewell,Ground Water,Location,HandPump,Spot Source (Ht) Scheme(0004690599)
191,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,5,BHAKHRAULI,BHAKHRAULI,Deep tubewell,Ground Water,Location,HandPump,Spot Source Scheme 3(0007086586)
192,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,6,BODAI,BODAI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- LAKHNAUR(2013-14) (0006819774)
193,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,7,BODAI,BODAI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- LAKHNAUR(2013-14) (0006819774)
194,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,8,BODAI,BODAI,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- LAKHNAUR- 4(0005615307)
195,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,9,BODAI,BODAI,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Lakhnaur Block(0004563330)
196,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,10,BODAI,BODAI,Deep tubewell,Ground Water,Location,HandPump,Spot Source (Ht) Scheme(0004690599)
197,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,11,DASON,AMAT TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006539819)
198,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,12,DASON,AMAT TOL,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Lakhnaur Block(0004563331)
199,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,13,DASON,AMAT TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source (Ht) Scheme(0004690599)
200,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,14,DASON,AMAT TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source Scheme 3(0007086586)
201,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,15,DASON,BERWA,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Lakhnaur Block(0004563332)
202,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,16,DASON,BERWA,Deep tubewell,Ground Water,Location,HandPump,Spot Source (Ht) Scheme(0004690599)
203,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,17,DASON,DASAUN,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001974101)
204,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,18,DASON,JAGDAR,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001974101)
205,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,19,NEMUA,NEWKA,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- LAKHNAUR- 4(0005615307)
206,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,20,NEMUA,NEWKA,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006539819)
207,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,21,NEMUA,NEWKA,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006539819)
208,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,22,NEMUA,NEWKA,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Lakhnaur Block(0004563333)
209,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,23,NEMUA,NEWKA,Deep tubewell,Ground Water,Location,HandPump,Spot Source (Ht) Scheme(0004690599)
210,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,24,NEMUA,NEWKA,Deep tubewell,Ground Water,Location,HandPump,Spot Source Scheme 3(0007086586)
211,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,25,RAMAULI,RAMOULI,Deep tubewell,Ground Water,Location,HandPump,Dihw ar Isthan(0000046013)
212,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,26,RAMAULI,RAMOULI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC(0006498186)
213,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,27,SONRE,CHAMAR TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0001979746)
214,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,28,SONRE,MUSAHARI,Deep tubewell,Ground Water,Location,HandPump,Badri Sady(0000046022)
215,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,29,SONRE,MUSAHARI,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- LAKHNAUR- 4(0005615307)
216,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,30,SONRE,MUSAHARI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC(0006498186)
217,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,31,SONRE,SOUARE,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- LAKHNAUR(2013-14) (0006819774)
218,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,32,SONRE,SOUARE,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- LAKHNAUR(2013-14) (0006819774)
219,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,33,SONRE,SOUARE,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006496415)
220,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,34,SONRE,SOUARE,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006496415)
221,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,35,SONRE,SOUARE,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006496415)
222,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,36,SONRE,SOUARE,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006496415)
223,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,37,SONRE,SOUARE,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006539819)
224,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,38,SONRE,SOUARE,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006539819)
225,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,39,SONRE,SOUARE,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006539819)
226,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,40,SONRE,SOUARE,Deep tubewell,Ground Water,Location,HandPump,Spot Source Scheme 3(0007086586)
227,Madhubani,Jhanjharpur,LAKHNAUR,TAWARIYA,41,SONRE,SOUARE,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0001979746)
228,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,1,ADIT DIH,ADITYA DIH,Deep tubewell,Ground Water,Location,HandPump,Madhepur Spot Source Scheme(0004688942)
229,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,2,ADIT DIH,ADITYA DIH,Deep tubewell,Ground Water,Location,HandPump,Md. Naiem(0000045194)
230,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,3,ADIT DIH,ADITYA DIH,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- MADHEPUR- 3(0005550397)
231,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,4,ADIT DIH,ADITYA DIH,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 3(0005704966)
232,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,5,ADIT DIH,ADITYA DIH,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 3(0005704966)
233,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,6,ADIT DIH,ADITYA DIH,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- MADHEPUR- 1(0006247284)
234,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,7,ADIT DIH,ADITYA DIH,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- MADHEPUR- 1(0006247284)
235,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,8,PACHAHI,BARAI & KEYOURA TOL,Deep tubewell,Ground Water,Location,HandPump,Madhepur Spot Source Scheme(0004688942)
236,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,9,PACHAHI,BARAI & KEYOURA TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEP R(0006541778) o
237,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,10,PACHAHI,BARAI & KEYOURA TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR(0006541778)
238,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,11,PACHAHI,BARAI & KEYOURA TOL,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Madhepur Block(0004563443)
239,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,12,PACHAHI,BRAHMAN TOL,Deep tubewell,Ground Water,Location,HandPump,Madhepur Spot Source Scheme(0004688942)
240,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,13,PACHAHI,BRAHMAN TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR(0006541778)
241,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,14,PACHAHI,BRAHMAN TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR(0006541778)
242,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,15,PACHAHI,BRAHMAN TOL,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Madhepur Block(0004563444)
243,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,16,PACHAHI,CHAMAR TOL,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Madhepur Block(0004563445)
244,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,17,PACHAHI,MALAH TOLA,Deep tubewell,Ground Water,Location,HandPump,Madhepur Spot Source Scheme(0004688942)
245,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,18,PACHAHI,MALAH TOLA,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Madhepur Block(0004563446)
246,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,19,PACHAHI,MIYAN TOL,Deep tubewell,Ground Water,Location,HandPump,Madhepur Spot Source Scheme(0004688942)
247,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,20,PACHAHI,MIYAN TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 3(0005704966)
248,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,21,PACHAHI,MIYAN TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 3(0005704966)
249,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,22,PACHAHI,MIYAN TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 3(0005704966)
250,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,23,PACHAHI,MIYAN TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 3(0005704966)
251,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,24,PACHAHI,MIYAN TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 3(0005704966)
252,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,25,PACHAHI,MIYAN TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 3(0005704966)
253,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,26,PACHAHI,MIYAN TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 3(0005704966)
254,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,27,PACHAHI,MIYAN TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 3(0005704966)
255,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,28,PACHAHI,MIYAN TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 3(0005704966)
256,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,29,PACHAHI,MIYAN TOL,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Madhepur Block(0004563447)
257,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,30,PACHAHI,MUSAHARI,Deep tubewell,Ground Water,Location,HandPump,Madhepur Spot Source Scheme(0004688942)
258,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,31,PACHAHI,MUSAHARI,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- MADHEPUR(0005337163)
259,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,32,PACHAHI,MUSAHARI,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- MADHEPUR- 3(0005550397)
260,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,33,PACHAHI,MUSAHARI,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Madhepur Block(0004563448)
261,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,34,PACHAHI,MUSAHARI,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- MADHEPUR- 1(0006247284)
262,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,35,PACHAHI,MUSAHARI,Shallow tubewell,Ground Water,Location,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHEPUR(0006682423)
263,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,36,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA-MADHEPUR (2013-14)(0006832516)
264,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,37,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA-MADHEPUR (2013-14)(0006832516)
265,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,38,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA-MADHEPUR (2013-14)(0006832516)
266,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,39,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA-MADHEPUR (2013-14)(0006832516)
267,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,40,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA-MADHEPUR (2013-14)(0006832516)
268,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,41,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- MADHEPUR- 3(0005550397)
269,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,42,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- MADHEPUR- 3(0005550397)
270,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,43,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- MADHEPUR- 3(0005550397)
271,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,44,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
272,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,45,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
273,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,46,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
274,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,47,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
275,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,48,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
276,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,49,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
277,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,50,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
278,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,51,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
279,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,52,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
280,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,53,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
281,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,54,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
282,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,55,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
283,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,56,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
284,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,57,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
285,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,58,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
286,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,59,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
287,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,60,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
288,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,61,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
289,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,62,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
290,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,63,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
291,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,64,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
292,Madhubani,Jhanjharpur,MADHEPUR,PACHAHI,65,PACHAHI,PACHAHI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 4(0005705177)
