id,Disctrict,AC,Block,Panchayat,,Village Name,Habitation Name,Source Type,Source Type Category Location,"""Location""",Type,Scheme Name
468,Madhubani,Jhanjharpur,JHANJHARPUR,BALANI MEHATH,28,NARAYANPUR,NARAYAN PUR,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- JHANJHARPUR- 5(0005659973)
469,Madhubani,Jhanjharpur,JHANJHARPUR,BALANI MEHATH,29,NARAYANPUR,NARAYAN PUR,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- JHANJHARPUR- 5(0005659973)
470,Madhubani,Jhanjharpur,JHANJHARPUR,BALANI MEHATH,30,NARAYANPUR,NARAYAN PUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
471,Madhubani,Jhanjharpur,JHANJHARPUR,BALANI MEHATH,31,NARAYANPUR,NARAYAN PUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
472,Madhubani,Jhanjharpur,JHANJHARPUR,BALANI MEHATH,32,NARAYANPUR,NARAYAN PUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
473,Madhubani,Jhanjharpur,JHANJHARPUR,BALANI MEHATH,33,NARAYANPUR,NARAYAN PUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
474,Madhubani,Jhanjharpur,JHANJHARPUR,BALANI MEHATH,34,NARAYANPUR,NARAYAN PUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
475,Madhubani,Jhanjharpur,JHANJHARPUR,BALANI MEHATH,35,NARAYANPUR,NARAYAN PUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
476,Madhubani,Jhanjharpur,JHANJHARPUR,BALANI MEHATH,36,NARAYANPUR,NARAYAN PUR,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 2(0006245045)
477,Madhubani,Jhanjharpur,JHANJHARPUR,BALANI MEHATH,37,NARAYANPUR,NARAYAN PUR,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002677892)
478,Madhubani,Jhanjharpur,JHANJHARPUR,BALANI MEHATH,38,NARAYANPUR,NARAYAN PUR,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001974768)
479,Madhubani,Jhanjharpur,JHANJHARPUR,BALANI MEHATH,39,OJHAUL,OJHAOUL,Deep tubewell,Ground Water,Location,HandPump,Balesow r Kamat(0000044653)
480,Madhubani,Jhanjharpur,JHANJHARPUR,BALANI MEHATH,40,OJHAUL,OJHAOUL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
481,Madhubani,Jhanjharpur,JHANJHARPUR,BALANI MEHATH,41,OJHAUL,OJHAOUL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
482,Madhubani,Jhanjharpur,JHANJHARPUR,BALANI MEHATH,42,OJHAUL,OJHAOUL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0001975070)
483,Madhubani,Jhanjharpur,JHANJHARPUR,BALANI MEHATH,43,SHAUKAS PUR,SHAUKAS PUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
484,Madhubani,Jhanjharpur,JHANJHARPUR,BALANI MEHATH,44,SHAUKAS PUR,SHAUKAS PUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
485,Madhubani,Jhanjharpur,JHANJHARPUR,BALANI MEHATH,45,SHAUKAS PUR,SHAUKAS PUR,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 2(0006245045)
486,Madhubani,Jhanjharpur,JHANJHARPUR,BALANI MEHATH,46,SHAUKAS PUR,SHAUKAS PUR,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002677879)
487,Madhubani,Jhanjharpur,MADHEPUR,BANKI,1,AZ RAKBE SIDHI TAJPUR,AZRAKBE SIDHI TAJPUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 1(0005704486)
488,Madhubani,Jhanjharpur,MADHEPUR,BANKI,2,AZ RAKBE SIDHI TAJPUR,AZRAKBE SIDHI TAJPUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR- 1(0005704486)
489,Madhubani,Jhanjharpur,MADHEPUR,BANKI,3,AZ RAKBE SIDHI TAJPUR,AZRAKBE SIDHI TAJPUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR(0006535332)
490,Madhubani,Jhanjharpur,MADHEPUR,BANKI,4,AZ RAKBE SIDHI TAJPUR,AZRAKBE SIDHI TAJPUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR(0006535332)
491,Madhubani,Jhanjharpur,MADHEPUR,BANKI,5,AZ RAKBE SIDHI TAJPUR,AZRAKBE SIDHI TAJPUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR(0006535332)
492,Madhubani,Jhanjharpur,MADHEPUR,BANKI,6,AZ RAKBE SIDHI TAJPUR,AZRAKBE SIDHI TAJPUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR(0006541778)
493,Madhubani,Jhanjharpur,MADHEPUR,BANKI,7,AZ RAKBE SIDHI TAJPUR,AZRAKBE SIDHI TAJPUR,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0004056202)
494,Madhubani,Jhanjharpur,MADHEPUR,BANKI,8,BANKI,BANKI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA-MADHEPUR (2013-14)(0006832516)
495,Madhubani,Jhanjharpur,MADHEPUR,BANKI,9,BANKI,BANKI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA-MADHEPUR (2013-14)(0006832516)
496,Madhubani,Jhanjharpur,MADHEPUR,BANKI,10,BANKI,BANKI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA-MADHEPUR (2013-14)(0006832516)
497,Madhubani,Jhanjharpur,MADHEPUR,BANKI,11,BANKI,BANKI,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- MADHEPUR(0005337163)
498,Madhubani,Jhanjharpur,MADHEPUR,BANKI,12,BANKI,BANKI,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- MADHEPUR- 3(0005550397)
499,Madhubani,Jhanjharpur,MADHEPUR,BANKI,13,BANKI,BANKI,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- MADHEPUR-3(0005550397)
500,Madhubani,Jhanjharpur,MADHEPUR,BANKI,14,BANKI,BANKI,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- MADHEPUR- 3(0005550397)
501,Madhubani,Jhanjharpur,MADHEPUR,BANKI,15,BANKI,BANKI,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- MADHEPUR- 3(0005550397)
502,Madhubani,Jhanjharpur,MADHEPUR,BANKI,16,BANKI,BANKI,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- MADHEPUR- 3(0005550397)
503,Madhubani,Jhanjharpur,MADHEPUR,BANKI,17,BANKI,BANKI,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- MADHEPUR- 1(0006247284)
504,Madhubani,Jhanjharpur,MADHEPUR,BANKI,18,BANKI,BANKI,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- MADHEPUR- 1(0006247284)
505,Madhubani,Jhanjharpur,MADHEPUR,BANKI,19,BANKI,BANKI,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- MADHEPUR- 2(0006251898)
506,Madhubani,Jhanjharpur,MADHEPUR,BANKI,20,BANKI,BANKI,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- MADHEPUR- 2(0006251898)
507,Madhubani,Jhanjharpur,MADHEPUR,BANKI,21,BANKI,BANKI,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- MADHEPUR- 2(0006251898)
508,Madhubani,Jhanjharpur,MADHEPUR,BANKI,22,BANKI,BANKI,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- MADHEPUR- 2(0006251898)
509,Madhubani,Jhanjharpur,MADHEPUR,BANKI,23,BANKI,BANKI,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- MADHEPUR- 2(0006251898)
510,Madhubani,Jhanjharpur,MADHEPUR,BANKI,24,BANKI,BANKI,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002678578)
511,Madhubani,Jhanjharpur,MADHEPUR,BANKI,25,BANKI,BANKI,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001976901)
512,Madhubani,Jhanjharpur,MADHEPUR,BANKI,26,BANKI,BANKI,Shallow tubewell,Ground Water,Location,HandPump,Sr To T/Well(0005030737)
513,Madhubani,Jhanjharpur,MADHEPUR,BANKI,27,BANKI,BANKI,Shallow tubewell,Ground Water,Location,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHEPUR(0006682423)
514,Madhubani,Jhanjharpur,MADHEPUR,BANKI,28,BANKI,BANKI,Shallow tubewell,Ground Water,Location,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHEPUR(0006682423)
515,Madhubani,Jhanjharpur,MADHEPUR,BANKI,29,BANKI,BIDESHWAR MUSAHARI,Deep tubewell,Ground Water,Location,HandPump,Kamshw er Saday(0000045336)
516,Madhubani,Jhanjharpur,MADHEPUR,BANKI,30,BANKI,BIDESHWAR MUSAHARI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA-MADHEPUR (2013-14)(0006832516)
517,Madhubani,Jhanjharpur,MADHEPUR,BANKI,31,BANKI,BIDESHWAR MUSAHARI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA-MADHEPUR (2013-14)(0006832516)
518,Madhubani,Jhanjharpur,MADHEPUR,BANKI,32,BANKI,BIDESHWAR MUSAHARI,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0004056236)
519,Madhubani,Jhanjharpur,MADHEPUR,BANKI,33,BANKI,BRAHMAN TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR(0006541778)
520,Madhubani,Jhanjharpur,MADHEPUR,BANKI,34,BANKI,BRAHMAN TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC MADHEPUR(0006541778)
521,Madhubani,Jhanjharpur,MADHEPUR,BANKI,35,BANKI,BRAHMAN TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001976901)
522,Madhubani,Jhanjharpur,MADHEPUR,BANKI,36,BANKI,CHAMAR TOL,Deep tubewell,Ground Water,Location,HandPump,Singershw er Ram(0000045352)
523,Madhubani,Jhanjharpur,MADHEPUR,BANKI,37,BANKI,CHAMAR TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0004055923)
524,Madhubani,Jhanjharpur,MADHEPUR,BANKI,38,BANKI,MALAH TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001976901)
525,Madhubani,Jhanjharpur,MADHEPUR,BANKI,39,BANKI,MIYAN TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source Scheme 3(0007086586)
526,Madhubani,Jhanjharpur,MADHEPUR,BANKI,40,BANKI,MIYAN TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001976901)
527,Madhubani,Jhanjharpur,MADHEPUR,BANKI,41,BANKI,WEST TOL,Deep tubewell,Ground Water,Location,HandPump,Buchiya Devi(0000045348)
528,Madhubani,Jhanjharpur,MADHEPUR,BANKI,42,BANKI,WEST TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0004056256)
529,Madhubani,Jhanjharpur,MADHEPUR,BANKI,43,BHAGWANPUR,BHAGWANPUR,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001976825)
530,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,1,BEHAT,BALBHADRA PUR,Shallow tubewell,Ground Water,Location,HandPump,Anganw adi T/Well Jhanjarpur(0004960032)
531,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,2,BEHAT,BALBHADRA PUR,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- LAKHNAUR(2013-14) (0006819774)
532,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,3,BEHAT,BALBHADRA PUR,Shallow tubewell,Ground Water,Location,HandPump,MLC QOUTA LAKHNAUR(0006388323)
533,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,4,BEHAT,BALBHADRA PUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR- 1(0005702709)
534,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,5,BEHAT,BALBHADRA PUR,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0004055857)
535,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,6,BEHAT,BEHAT,Shallow tubewell,Ground Water,Location,HandPump,Angan Wari(0004945191)
536,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,7,BEHAT,BEHAT,Shallow tubewell,Ground Water,Location,HandPump,Anganw adi T/Well Jhanjarpur(0004960032)
537,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,8,BEHAT,BEHAT,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- LAKHNAUR(2013-14) (0006819774)
538,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,9,BEHAT,BEHAT,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- LAKHNAUR- 1(0005797817)
539,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,10,BEHAT,BEHAT,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- LAKHNAUR- 1(0005797817)
540,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,11,BEHAT,BEHAT,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006496415)
541,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,12,BEHAT,BEHAT,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- LAKHNAUR- 1(0006229956)
542,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,13,BEHAT,BEHAT,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- LAKHNAUR- 1(0006229956)
543,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,14,BEHAT,BEHAT,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- LAKHNAUR- 1(0006229956)
544,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,15,BEHAT,BEHAT,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- LAKHNAUR- 1(0006229956)
545,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,16,BEHAT,BEHAT,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- LAKHNAUR- 2(0006233328)
546,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,17,BEHAT,BEHAT,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0004056576)
547,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,18,BEHAT,BEHAT,Shallow tubewell,Ground Water,Location,HandPump,Sr To T/Well(0005030737)
548,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,19,BEHAT,BEHAT,Shallow tubewell,Ground Water,Location,HandPump,Sr To T/Well(0005030737)
549,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,20,BEHAT,BEHAT,Shallow tubewell,Ground Water,Location,HandPump,Sr To T/Well(0005030737)
550,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,21,BEHAT,BEHAT,Shallow tubewell,Ground Water,Location,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W LAKHNAUR(0006371027)
551,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,22,BEHAT,KORIYANI,Deep tubewell,Ground Water,Location,HandPump,Jainagar Spot Source Scheme(0004740607)
552,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,23,BEHAT,KORIYANI,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0004055891)
553,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,24,BEHAT,MALAH TOL,Deep tubewell,Ground Water,Location,HandPump,Jainagar Spot Source Scheme(0004740607)
554,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,25,BEHAT,MALAH TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0004055975)
555,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,26,BEHAT,NAVTOL,Deep tubewell,Ground Water,Location,HandPump,Jayram Jha(0000684031)
556,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,27,BEHAT,NAVTOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR- 1(0005702602)
557,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,28,BEHAT,NAVTOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC(0006498345)
558,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,29,BEHAT,NAVTOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC(0006498345)
559,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,30,BEHAT,NAVTOL,Deep tubewell,Ground Water,Location,HandPump,Rama Mandal(0000684029)
560,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,31,BEHAT,NAVTOL,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- LAKHNAUR- 2(0006233328)
561,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,32,BEHAT,NAVTOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source Scheme(0004738657)
562,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,33,BEHAT,NAVTOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0004056611)
563,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,34,BEHAT,NAVTOL,Shallow tubewell,Ground Water,Location,HandPump,Sr To T/Well(0005030737)
564,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,35,BEHAT,PALTIRAHI,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- LAKHNAUR(2013-14) (0006819774)
565,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,36,BEHAT,PALTIRAHI,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- LAKHNAUR(0005337129)
566,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,37,BEHAT,PALTIRAHI,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- LAKHNAUR- 1(0005797817)
567,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,38,BEHAT,PALTIRAHI,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- LAKHNAUR- 1(0005797817)
568,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,39,BEHAT,PALTIRAHI,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001974419)
569,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,40,BEHAT,PALTIRAHI,Shallow tubewell,Ground Water,Location,HandPump,Sr To T/Well(0005030737)
570,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,41,BEHAT,PASWAN TOL,Deep tubewell,Ground Water,Location,HandPump,Jainagar Spot Source Scheme(0004740607)
571,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,42,BEHAT,PASWAN TOL,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- LAKHNAUR- 1(0005797817)
572,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,43,BEHAT,PASWAN TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source Scheme(0004738657)
573,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,44,BEHAT,PASWAN TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0004056627)
574,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,45,BEHAT,PURANI BAZAR,Deep tubewell,Ground Water,Location,HandPump,Jainagar Spot Source Scheme(0004740607)
575,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,46,BEHAT,PURANI BAZAR,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- LAKHNAUR(2013-14) (0006819774)
576,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,47,BEHAT,PURANI BAZAR,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- LAKHNAUR(2013-14) (0006819774)
577,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,48,BEHAT,PURANI BAZAR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR- 1(0005702709)
578,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,49,BEHAT,PURANI BAZAR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR- 1(0005702602)
579,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,50,BEHAT,PURANI BAZAR,Deep tubewell,Ground Water,Location,HandPump,Spot Source Scheme(0004738657)
580,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,51,BEHAT,PURANI BAZAR,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0004056643)
581,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,52,BEHAT,SHIV PURI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC(0006498345)
582,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,53,BEHAT,SHIV PURI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC(0006498345)
583,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,54,BEHAT,SHIV PURI,Deep tubewell,Ground Water,Location,HandPump,Rama Mandal(0000046116)
584,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,55,BEHAT,SHIV PURI,Deep tubewell,Ground Water,Location,HandPump,Ramfal Pasw an(0000046113)
585,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,56,BEHAT,SHIV PURI,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0004056661)
586,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,57,BEHAT,STATION,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0004056676)
587,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,58,BEHAT,TELIYANI,Deep tubewell,Ground Water,Location,HandPump,Jainagar Spot Source Scheme(0004740607)
588,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,59,BEHAT,TELIYANI,Deep tubewell,Ground Water,Location,HandPump,Spot Source Scheme(0004738657)
589,Madhubani,Jhanjharpur,LAKHNAUR,BEHAT SOUTH,60,BEHAT,TELIYANI,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0004056702)
590,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,1,KISHUNPUR BARSAM,KISHANPUR BARSHAM,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- JHANJHARPUR- 2(0005658646)
591,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,2,KISHUNPUR BARSAM,KISHANPUR BARSHAM,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 1(0006244951)
592,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,3,KISHUNPUR BARSAM,KISHANPUR BARSHAM,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001974730)
593,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,4,KISHUNPUR BARSAM,KISHANPUR BARSHAM,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001974746)
594,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,5,MOHANPUR,KALHANA,Deep tubewell,Ground Water,Location,HandPump,Hand tubewell Scheme(0004690569)
595,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,6,MOHANPUR,KALHANA,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- JHANJHARPUR (2013-14) (0006818924)
596,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,7,MOHANPUR,KALHANA,Deep tubewell,Ground Water,Location,HandPump,Muni Lal Yadav(0000044208)
597,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,8,MOHANPUR,KALHANA,Deep tubewell,Ground Water,Location,HandPump,Mushari(0000044213)
598,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,9,MOHANPUR,KALHANA,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR- 2(0005700636)
599,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,10,MOHANPUR,KALHANA,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR- 2(0005700636)
600,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,11,MOHANPUR,MOHANPUR,Deep tubewell,Ground Water,Location,HandPump,Hand tubewell Scheme(0004690569)
601,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,12,MOHANPUR,MOHANPUR,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- JHANJHARPUR (2013-14) (0006818924)
602,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,13,MOHANPUR,MOHANPUR,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- JHANJHARPUR (2013-14) (0006818924)
603,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,14,MOHANPUR,MOHANPUR,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- JHANJHARPUR- 2(0005658646)
604,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,15,MOHANPUR,MOHANPUR,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- JHANJHARPUR- 2(0005658646)
605,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,16,MOHANPUR,MOHANPUR,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Jhanjharpur Block(0004563194)
606,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,17,MOHANPUR,MOHANPUR,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 2(0006245045)
607,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,18,MOHANPUR,MOHANPUR,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 2(0006245045)
608,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,19,RAIAM,BALALB,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
609,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,20,RAIAM,BALALB,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
610,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,21,RAIAM,BALALB,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
611,Madhubani,Jhanjharpur,JHANJHARPUR,RAIYAM EAST,22,RAIAM,BALALB,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
